ItemName,Function,adjacentFunc
$cdsmnR,"""if(screen(HOLDINGS in NAMUNIV2 > 0),[$rdistrp mean within portfolio: NA12LG],if(screen(HOLDINGS in EACUNIV3 > 0),[$rdistrp mean within portfolio: ELCUNIV3],if(screen(HOLDINGS in EMUNIV10 > 0),[$rdistrp mean within portfolio: EMUNIV10],if(screen(HOLDINGS in PLCUNIV2 > 0),[$rdistrp mean within portfolio: PLCUNIV2],if(screen(HOLDINGS in JLCUNIV2 > 0),[$rdistrp mean within portfolio: JLCUNIV2],[$NA])))))""",['$NA' '$rdistrp']
$ssMScore,"""-4.840 + 0.9200 x if(screen($ssDSRI = N.A.),1.0,[$ssDSRI]) + 0.52800 x if(screen($ssGMI = N.A.),if(screen( $qgm on PDY-1 <> N.A. & $qgm on PDD <> N.A.),[$qgm on PDY-1] / [$qgm],1.0),[$ssGMI]) + 0.4040 x if(screen($ssAQI = N.A.),1.0,[$ssAQI]) + 0.89200 x if(screen($ssSGI = N.A.),1.0,[$ssSGI]) + 0.1150 x if(screen($ssDEPI = N.A.),1.0,[$ssDEPI]) - 0.17200 x if(screen($ssSGAI = N.A.),1.0,[$ssSGAI]) + 4.67900 x if(screen($ssACCR = N.A.),1.0,[$ssACCR]) - 0.3270 x if(screen($ssLEVI = N.A.),1.0,[$ssLEVI])""","['$qgm' '$ssACCR' '$ssAQI' '$ssDEPI' '$ssDSRI' '$ssGMI' '$ssLEVI'
 '$ssSGAI' '$ssSGI']"
$gSTMom2,"""if(screen(HOLDINGS in NAMLM > 0),[$rssec6],[$3mMoAdR2])""",['$3mMoAdR2' '$rssec6']
$ss91fcst,"""[$sc91fcst] x 50.0""",['$sc91fcst']
$ss95dwf1,"""[$sc95dwf1] x 115.0""",['$sc95dwf1']
$ss96dwf1,"""[$sc96dwf1] x 115.0""",['$sc96dwf1']
$img3fcst,"""([$imn2fcst] | [$ime2fcst] | [$imj1fcst] | [$imp1fcst] | [$imm4fcst]) x 50.0""",['$ime2fcst' '$imj1fcst' '$imm4fcst' '$imn2fcst' '$imp1fcst']
$cmsesg1y,"""if(screen($msesg1yr = N.A.),[$msesg1yr group: MSSUBIND median within portfolio: MEMERGEF INDEX],[$msesg1yr])""",['$msesg1yr']
$esgspMn,"""if(screen($esgsp = N.A.),[$esgsp group: CNTYMS median within portfolio],[$esgsp])""",['$esgsp']
$esggpMn,"""if(screen($ESGgp = N.A.),[$ESGgp group: CNTYMS median within portfolio],[$ESGgp])""",['$ESGgp']
$esggpCln,"""0.0""",[]
$esgspCln,"""0.0""",[]
$esgepCln,"""0.0""",[]
$esgepmn,"""if(screen($esgep = N.A.),[$esgep group: CNTYMS median within portfolio],[$esgep])""",['$esgep']
$esgindMd,"""if(screen($msesgInd = N.A.),[$msesgInd group: CNTYMS median within portfolio],[$msesgInd])""",['$msesgInd']
$esgindcl,"""0.0""",[]
$ITGQN3W1,"""[$ITGr073] | [$ITGr073p]""",['$ITGr073' '$ITGr073p']
$EMQNALL1,"""[$emqnp3w] / [PRICE]""",['$emqnp3w']
$SMQNP3,"""[$ITGQN3W1] | [$ITGQN3W1 on PDD-5] | [$ITGQN3W1 on PDD-10] | [$ITGQN3W1 on PDD-15] | [$ITGQN3W1 on PDD-20] | [$ITGr073 high within portfolio: GIAAUNIV]""",['$ITGQN3W1' '$ITGr073']
$SMQNP3W,"""if(screen($SMQNP3 > 20000),20000.0,if(screen($SMQNP3 < 0),[$SMQNP3 mean within portfolio: GIAAUNIV],[$SMQNP3]))""",['$SMQNP3']
$SMQNALL,"""[$SMQNP3W] / [PRICE]""",['$SMQNP3W']
$gd1bMN,"""[$gd1bf100] | (100.0 x [$ud12fcst])""",['$gd1bf100' '$ud12fcst']
$edmvb,"""(0.50 x [$ne4tnbp4]) + (0.50 x [$ne4mom])""",['$ne4mom' '$ne4tnbp4']
$scG9rsd1,"""[$scN9rsd1] | [$scE9rsd1] | [$scJ9rsd1] | [$scP9rsd1]""",['$scE9rsd1' '$scJ9rsd1' '$scN9rsd1' '$scP9rsd1']
$scG9rsd9,"""[$scN9rsd9] | [$scE9rsd9] | [$scJ9rsd9] | [$scP9rsd9]""",['$scE9rsd9' '$scJ9rsd9' '$scN9rsd9' '$scP9rsd9']
$ddajf100,"""[$ddaJfcst] x 100.0""",['$ddaJfcst']
$ddapf100,"""[$ddaPfcst] x 100.0""",['$ddaPfcst']
$ddamf100,"""[$ddaMfcst] x 100.0""",['$ddaMfcst']
$ddaef100,"""[$ddaEfcst] x 100.0""",['$ddaEfcst']
$ddagfcst,"""[$ddanf100] | [$ddaef100] | [$ddajf100] | [$ddapf100] | [$ddamf100]""",['$ddaef100' '$ddajf100' '$ddamf100' '$ddanf100' '$ddapf100']
$ddanf100,"""[$ddaNfcst] x 100.0""",['$ddaNfcst']
$ddn1f100,"""[$ddn1fcst] x 100.0""",['$ddn1fcst']
$dde1f100,"""[$dde1fcst] x 100.0""",['$dde1fcst']
$ddj1f100,"""[$ddj1fcst] x 100.0""",['$ddj1fcst']
$ddp1f100,"""[$ddp1fcst] x 100.0""",['$ddp1fcst']
$ddn2f100,"""[$ddn2fcst] x 100.0""",['$ddn2fcst']
$dde2f100,"""[$dde2fcst] x 100.0""",['$dde2fcst']
$ddj2f100,"""[$ddj2fcst] x 100.0""",['$ddj2fcst']
$ddp2f100,"""[$ddp2fcst] x 100.0""",['$ddp2fcst']
$gYield3,"""if(screen(HOLDINGS in REMUNIV > 0),[$MSGRUYLD],[YIELD])""",['$MSGRUYLD']
$gSTmom3,"""if(screen(HOLDINGS in RNAMUNIV > 0),[$rssec6],[$3mMoAdR2])""",['$3mMoAdR2' '$rssec6']
$g1yrmom3,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: MLMUNIV],[MOMENTUM])""",[]
$g3Yrmom3,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: MLMUNIV],[RETT from PDM-36 to PD])""",[]
$ddn3f100,"""[$ddn3fcst] x 100.0""",['$ddn3fcst']
$dde3f100,"""[$dde3fcst] x 100.0""",['$dde3fcst']
$ddj3f100,"""[$ddj3fcst] x 100.0""",['$ddj3fcst']
$ddp3f100,"""[$ddp3fcst] x 100.0""",['$ddp3fcst']
$Riind1y,"""[$cesgind] - [$cesgind on PDM-12]""",['$cesgind']
$RiRaw1Y,"""[$cesgraw] - [$cesgraw on PDM-12]""",['$cesgraw']
$RiEp1y,"""[$cesgep] - [$cesgep on PDM-12]""",['$cesgep']
$RiEpw1y,"""[$cesgepw] - [$cesgepw on PDM-12]""",['$cesgepw']
$RiSp1y,"""[$cesgsp] - [$cesgsp on PDM-12]""",['$cesgsp']
$RiSpw1y,"""[$cesgspw] - [$cesgspw on PDM-12]""",['$cesgspw']
$RiGp1y,"""[$cesggp] - [$cesggp on PDM-12]""",['$cesggp']
$RiGpw1y,"""[$cesggpw] - [$cesggpw on PDM-12]""",['$cesggpw']
$Riind1yp,"""if(screen($Riind1y = N.A.),[$Riind1y group: CNTYMS median],[$Riind1y])""",['$Riind1y']
$RiRaw1yp,"""if(screen($RiRaw1Y = N.A.),[$RiRaw1Y group: CNTYMS median],[$RiRaw1Y])""",['$RiRaw1Y']
$RiEp1yp,"""if(screen($RiEp1y = N.A.),[$RiEp1y group: CNTYMS median],[$RiEp1y])""",['$RiEp1y']
$RiEpw1yp,"""if(screen($RiEpw1y = N.A.),[$RiEpw1y group: CNTYMS median],[$RiEpw1y])""",['$RiEpw1y']
$RiSp1yp,"""if(screen($RiSp1y = N.A.),[$RiSp1y group: CNTYMS median],[$RiSp1y])""",['$RiSp1y']
$RiSpw1yp,"""if(screen($RiSpw1y = N.A.),[$RiSpw1y group: CNTYMS median within portfolio],[$RiSpw1y])""",['$RiSpw1y']
$RiGp1yp,"""if(screen($RiGp1y = N.A.),[$RiGp1y group: CNTYMS median],[$RiGp1y])""",['$RiGp1y']
$RiGpw1yp,"""if(screen($RiGpw1y = N.A.),[$RiGpw1y group: CNTYMS median],[$RiGpw1y])""",['$RiGpw1y']
$mcapout,"""([MKVAL]) / ([MCAP] x 1000.0)""",[]
$cesgep2,"""[$cesgep] x ([$cesgepw] / 100.0)""",['$cesgep' '$cesgepw']
$cesgsp2,"""[$cesgsp] x ([$cesgspw] / 100.0)""",['$cesgsp' '$cesgspw']
$cesggp2,"""[$cesggp] x ([$cesggpw] / 100.0)""",['$cesggp' '$cesggpw']
$Ri2Ep1y,"""[$cesgep2] - [$cesgep2 on PDM-12]""",['$cesgep2']
$Ri2Sp1y,"""[$cesgsp2] - [$cesgsp2 on PDM-12]""",['$cesgsp2']
$Ri2Gp1y,"""[$cesggp2] - [$cesggp2 on PDM-12]""",['$cesggp2']
$Ri2Ep1yp,"""if(screen($Ri2Ep1y = N.A.),[$Ri2Ep1y group: CNTYMS median],[$Ri2Ep1y])""",['$Ri2Ep1y']
$Ri2Sp1yp,"""if(screen($Ri2Sp1y = N.A.),[$Ri2Sp1y group: CNTYMS median],[$Ri2Sp1y])""",['$Ri2Sp1y']
$Ri2Gp1yp,"""if(screen($Ri2Gp1y = N.A.),[$Ri2Gp1y group: CNTYMS median],[$Ri2Gp1y])""",['$Ri2Gp1y']
$nig1ARM,"""[$nin1ARM] | [$nie1ARMG] | [$nij1ARM] | [$nip1ARM] | [$nim1ARM]""",['$nie1ARMG' '$nij1ARM' '$nim1ARM' '$nin1ARM' '$nip1ARM']
$nig1appr,"""[$nin1appr] | [$nie1appr] | [$nij1appr] | [$nip1appr]""",['$nie1appr' '$nij1appr' '$nin1appr' '$nip1appr']
$nig1tnbp,"""[$nin1tnbp] | [$nie1tnbp] | [$nij1tnbp] | [$nip1tnbp] | [$nim1tnbp]""",['$nie1tnbp' '$nij1tnbp' '$nim1tnbp' '$nin1tnbp' '$nip1tnbp']
$nig1dist,"""[$nin1dist] | [$nie1dist] | [$nij1dist] | [$nip1dist] | [$nim1dist]""",['$nie1dist' '$nij1dist' '$nim1dist' '$nin1dist' '$nip1dist']
$nig1EQ,"""[$nin1EQ] | [$nie1EQ] | [$nij1EQ] | [$nip1EQ] | [$nim1EQ]""",['$nie1EQ' '$nij1EQ' '$nim1EQ' '$nin1EQ' '$nip1EQ']
$nig1enyd,"""[$nin1enyd] | [$nie1enyd] | [$nij1enyd] | [$nip1enyd] | [$nim1enyd]""",['$nie1enyd' '$nij1enyd' '$nim1enyd' '$nin1enyd' '$nip1enyd']
$nig1FgnR,"""[$nin1FgnR] | [$nie1FgnR]""",['$nie1FgnR' '$nin1FgnR']
$nig1Levr,"""[$nin1Levr] | [$nie1Levr] | [$nij1Levr] | [$nip1Levr] | [$nim1Levr]""",['$nie1Levr' '$nij1Levr' '$nim1Levr' '$nin1Levr' '$nip1Levr']
$nig1mcap,"""[$nin1mcap] | [$nie1mcap] | [$nij1mcap] | [$nip1mcap] | [$nim1mcap]""",['$nie1mcap' '$nij1mcap' '$nim1mcap' '$nin1mcap' '$nip1mcap']
$nig1mom,"""[$nin1mom] | [$nie1mom] | [$nij1mom] | [$nip1mo] | [$nim1mom]""",['$nie1mom' '$nij1mom' '$nim1mom' '$nin1mom' '$nip1mo']
$nig1Pens,"""[$nin1Pens] | [$nie1Pens]""",['$nie1Pens' '$nin1Pens']
$nig1npm,"""[$nin1npm] | [$nie1npm] | [$nij1npm] | [$nip1npm] | [$nim1npm]""",['$nie1npm' '$nij1npm' '$nim1npm' '$nin1npm' '$nip1npm']
$nig1Reg,"""[$nin1Reg] | [$nie1Reg] | [$nij1Reg] | [$nip1Reg] | [$nim1Reg]""",['$nie1Reg' '$nij1Reg' '$nim1Reg' '$nin1Reg' '$nip1Reg']
$nig1shog,"""[$nin1shog] | [$nie1shog] | [$nij1shog] | [$nip1shog]""",['$nie1shog' '$nij1shog' '$nin1shog' '$nip1shog']
$nig1Shrt,"""[$nin1Shrt] | [$nie1Shrt] | [$nij1Shrt] | [$nip1Shrt]""",['$nie1Shrt' '$nij1Shrt' '$nin1Shrt' '$nip1Shrt']
$nig1stmo,"""[$nin1stmo] | [$nie1stmo] | [$nij1stmo] | [$nip1stmo]""",['$nie1stmo' '$nij1stmo' '$nin1stmo' '$nip1stmo']
$nig13ymo,"""[$nin13ymo] | [$nie13ymo] | [$nij13ymo] | [$nip13ymo] | [$nim13ymo]""",['$nie13ymo' '$nij13ymo' '$nim13ymo' '$nin13ymo' '$nip13ymo']
$nig1torp,"""[$nin1torp] | [$nie1torp] | [$nij1torp] | [$nip1torp] | [$nim1torp]""",['$nie1torp' '$nij1torp' '$nim1torp' '$nin1torp' '$nip1torp']
$nig1Vol,"""[$nin1Vol] | [$nie1Vol] | [$nij1Vol] | [$nip1Vol] | [$nim1Vol]""",['$nie1Vol' '$nij1Vol' '$nim1Vol' '$nin1Vol' '$nip1Vol']
$nig1Yld,"""[$nin1Yld] | [$nie1Yld] | [$nij1Yld] | [$nip1Yld] | [$nim1Yld]""",['$nie1Yld' '$nij1Yld' '$nim1Yld' '$nin1Yld' '$nip1Yld']
$TrnOvrW,"""[AVGVOL 5] / [SHSO]""",[]
$dde4f100,"""[$dde4fcst] x 100.0""",['$dde4fcst']
$ddn4f100,"""[$ddn4fcst] x 100.0""",['$ddn4fcst']
$ddp4f100,"""[$ddp4fcst] x 100.0""",['$ddp4fcst']
$ddj4f100,"""[$ddj4fcst] x 100.0""",['$ddj4fcst']
$ddg4f100,"""[$ddn4f100] | [$dde4f100] | [$ddj4f100] | [$ddp4f100]""",['$dde4f100' '$ddj4f100' '$ddn4f100' '$ddp4f100']
$dde5f100,"""[$dde5fcst] x 100.0""",['$dde5fcst']
$ddn5f100,"""[$ddn4fcst] x 100.0""",['$ddn4fcst']
$ddj5f100,"""[$ddj5fcst] x 100.0""",['$ddj5fcst']
$ddp5f100,"""[$ddp5fcst] x 100.0""",['$ddp5fcst']
$ddg5f100,"""[$ddn5f100] | [$dde5f100] | [$ddj5f100] | [$ddp5f100]""",['$dde5f100' '$ddj5f100' '$ddn5f100' '$ddp5f100']
$imiEMgrp,"""if(screen($gimsizl = YES),1.0,0.0)""",['$gimsizl']
$daNORM,"""[$daNORMn] | [$daNORMe] | [$daNORMj] | [$daNORMp]""",['$daNORMe' '$daNORMj' '$daNORMn' '$daNORMp']
$ddrNorm,"""[$ddrNORMn] | [$ddrNORMe] | [$ddrNORMj] | [$ddrNORMp]""",['$ddrNORMe' '$ddrNORMj' '$ddrNORMn' '$ddrNORMp']
$resNorm,"""[$resNormn] | [$resNorme] | [$resNormj] | [$resNormp]""",['$resNorme' '$resNormj' '$resNormn' '$resNormp']
$armNorm,"""[$armNormn] | [$armNorme] | [$armNormj] | [$armNormp]""",['$armNorme' '$armNormj' '$armNormn' '$armNormp']
$ddn6f100,"""[$ddn6fcst] x 100.0""",['$ddn6fcst']
$dde6f100,"""[$dde6fcst] x 100.0""",['$dde6fcst']
$ddj6f100,"""[$ddj6fcst] x 100.0""",['$ddj6fcst']
$ddp6f100,"""[$ddp6fcst] x 100.0""",['$ddp6fcst']
$ddg6f100,"""[$ddn6f100] | [$dde6f100] | [$ddj6f100] | [$ddp6f100]""",['$dde6f100' '$ddj6f100' '$ddn6f100' '$ddp6f100']
$ddg4fcst,"""[$ddg4f100]""",['$ddg4f100']
$rawRes,"""[$rawRes14 on PDD-5]""",['$rawRes14']
$chgTrnAN,"""[$chngTrno] - [$chngTrno group: MSINDGRP median within portfolio]""",['$chngTrno']
$img4fcst,"""([$imn3fcst] | [$ime3fcst] | [$imj2fcst] | [$imp2fcst] | [$imm4fcst]) x 50.0""",['$ime3fcst' '$imj2fcst' '$imm4fcst' '$imn3fcst' '$imp2fcst']
$img5fcst,"""([$imn4fcst] | [$ime4fcst] | [$imj3fcst] | [$imp3fcst]) x 50.0""",['$ime4fcst' '$imj3fcst' '$imn4fcst' '$imp3fcst']
$pbcap,"""1.0 / [$qLCMBP]""",['$qLCMBP']
$ddg4z100,"""([$ddg4f100] - [$ddg4f100 mean within portfolio: MSWORLD INDEX]) / [$ddg4f100 stddev within portfolio: MSWORLD INDEX]""",['$ddg4f100']
$ddn7f100,"""[$ddn7fcst] x 100.0""",['$ddn7fcst']
$dde7f100,"""[$dde7fcst] x 100.0""",['$dde7fcst']
$ddj7f100,"""[$ddj7fcst] x 100.0""",['$ddj7fcst']
$ddp7f100,"""[$ddp7fcst] x 100.0""",['$ddp7fcst']
$ddg7f100,"""[$ddn7f100] | [$dde7f100] | [$ddj7f100] | [$ddp7f100]""",['$dde7f100' '$ddj7f100' '$ddn7f100' '$ddp7f100']
$ddn8f100,"""[$ddn8fcst] x 100.0""",['$ddn8fcst']
$dde8f100,"""[$dde8fcst] x 100.0""",['$dde8fcst']
$ddp8f100,"""[$ddp8fcst] x 100.0""",['$ddp8fcst']
$ddj8f100,"""[$ddj8fcst] x 100.0""",['$ddj8fcst']
$ddg8f100,"""[$ddn8f100] | [$dde8f100] | [$ddj8f100] | [$ddp8f100]""",['$dde8f100' '$ddj8f100' '$ddn8f100' '$ddp8f100']
$earguidF,"""[$kdf28] | [$kdf26] | [$kdf27] | [$kdf29] | [$kdf48] | [$kdf49] | [$kdf55] | [$kdf61] | [$kdf144] | [$kdf225]""","['$kdf144' '$kdf225' '$kdf26' '$kdf27' '$kdf28' '$kdf29' '$kdf48' '$kdf49'
 '$kdf55' '$kdf61']"
$zsRes14,"""([$rawRes14] - [$rawRes14 mean within portfolio: MSWORLD INDEX]) / [$rawRes14 stddev within portfolio: MSWORLD INDEX]""",['$rawRes14']
$dde9f100,"""[$dde9fcst] x 100.0""",['$dde9fcst']
$ddn9f100,"""[$ddn9fcst] x 100.0""",['$ddn9fcst']
$ddj9f100,"""[$ddj9fcst] x 100.0""",['$ddj9fcst']
$ddp9f100,"""[$ddp9fcst] x 100.0""",['$ddp9fcst']
$ddg9f100,"""[$ddn9f100] | [$dde9f100] | [$ddj9f100] | [$ddp9f100]""",['$dde9f100' '$ddj9f100' '$ddn9f100' '$ddp9f100']
$cesgscaP,"""([$cesgind on PDD] - 5.0)""",['$cesgind']
$imi1ymoG,"""if(screen(MOMENTUM = N.A.),[MOMENTUM group: MSINDGRP median within portfolio: GIAAUNIV],[MOMENTUM])""",[]
$IMI3mmoG,"""if(screen(HOLDINGS in GINAUNIV > 0),[$IMrssec6],[$IMI3mma2])""",['$IMI3mma2' '$IMrssec6']
$IMI3ymoG,"""if(screen(RETT from PDM-36 to PD = N.A.),[RETT from PDM-36 to PD group: MSINDGRP median within portfolio: GIAAUNIV],[RETT from PDM-36 to PD])""",[]
$mscoreP,"""if(screen($mscore = N.A.),[$mscore median],[$mscore])""",['$mscore']
$imiqpmn2,"""if(screen($MIqsale < 0),-100.0,(100.0 x ([$MIqni] / [$MIqsale])))""",['$MIqni' '$MIqsale']
$gi5afcst,"""([$imn5fcst] | [$ime5fcst] | [$imj5fcst] | [$imp5fcst] | [$imm5fcst]) x 50.0""",['$ime5fcst' '$imj5fcst' '$imm5fcst' '$imn5fcst' '$imp5fcst']
$ysc3mm,"""[$nie5stmo] | [$nij5stmo] | [$nip5stmo] | [$nin5stmo]""",['$nie5stmo' '$nij5stmo' '$nin5stmo' '$nip5stmo']
$ysc1ymo,"""[$nin5mom] | [$nie5mom] | [$nij5mom] | [$nip5mo] | [$nim5mom]""",['$nie5mom' '$nij5mom' '$nim5mom' '$nin5mom' '$nip5mo']
$ysc3rmo,"""[$nin53ymo] | [$nie53ymo] | [$nip53ymo] | [$nim53ymo] | [$nij53ymo]""",['$nie53ymo' '$nij53ymo' '$nim53ymo' '$nin53ymo' '$nip53ymo']
$yscvol,"""[$nin5Vol] | [$nie5Vol] | [$nij5Vol] | [$nip5Vol] | [$nim5Vol]""",['$nie5Vol' '$nij5Vol' '$nim5Vol' '$nin5Vol' '$nip5Vol']
$yscarm,"""[$nin5ARM] | [$nie5ARMG] | [$nij5ARM] | [$nip5ARM] | [$nim5ARM]""",['$nie5ARMG' '$nij5ARM' '$nim5ARM' '$nin5ARM' '$nip5ARM']
$ysceq,"""[$nin5EQ] | [$nie5EQ] | [$nij5EQ] | [$nip5EQ] | [$nim5EQ]""",['$nie5EQ' '$nij5EQ' '$nim5EQ' '$nin5EQ' '$nip5EQ']
$yscshog,"""([$nin5shog]) | ([$nie5shog]) | ([$nij5shog]) | ([$nip5shog])""",['$nie5shog' '$nij5shog' '$nin5shog' '$nip5shog']
$yscyld,"""([$nin5Yld]) | ([$nie5Yld]) | ([$nij5Yld]) | ([$nip5Yld]) | ([$nim5Yld])""",['$nie5Yld' '$nij5Yld' '$nim5Yld' '$nin5Yld' '$nip5Yld']
$yscfgnr,"""([$nin5FgnR]) | ([$nie5FgnR])""",['$nie5FgnR' '$nin5FgnR']
$yscenyd,"""([$nin5enyd]) | ([$nie5enyd]) | ([$nij5enyd]) | ([$nip5enyd]) | ([$nim5enyd])""",['$nie5enyd' '$nij5enyd' '$nim5enyd' '$nin5enyd' '$nip5enyd']
$ysclevr,"""([$nin5Levr]) | ([$nie5Levr]) | ([$nij5Levr]) | ([$nip5Levr]) | ([$nim5Levr])""",['$nie5Levr' '$nij5Levr' '$nim5Levr' '$nin5Levr' '$nip5Levr']
$yscmcap,"""([$nin5mcap]) | ([$nie5mcap]) | ([$nij5mcap]) | ([$nip5mcap]) | ([$nim5mcap])""",['$nie5mcap' '$nij5mcap' '$nim5mcap' '$nin5mcap' '$nip5mcap']
$yscnpm,"""([$nin5npm]) | ([$nie5npm]) | ([$nij5npm]) | ([$nip5npm]) | ([$nim5npm])""",['$nie5npm' '$nij5npm' '$nim5npm' '$nin5npm' '$nip5npm']
$ysctnbp,"""([$nin5tnbp]) | ([$nie5tnbp]) | ([$nij5tnbp]) | ([$nip5tnbp]) | ([$nim5tnbp])""",['$nie5tnbp' '$nij5tnbp' '$nim5tnbp' '$nin5tnbp' '$nip5tnbp']
$ysctorp,"""([$nin5torp]) | ([$nie5torp]) | ([$nij5torp]) | ([$nip5torp]) | ([$nim5torp])""",['$nie5torp' '$nij5torp' '$nim5torp' '$nin5torp' '$nip5torp']
$yscappr,"""([$nin5appr]) | ([$nie5appr]) | ([$nij5appr]) | ([$nip5appr])""",['$nie5appr' '$nij5appr' '$nin5appr' '$nip5appr']
$yscdist,"""([$nin5dist]) | ([$nie5dist]) | ([$nij5dist]) | ([$nip5dist]) | ([$nim5dist])""",['$nie5dist' '$nij5dist' '$nim5dist' '$nin5dist' '$nip5dist']
$yscpens,"""([$nin5Pens]) | ([$nie5Pens])""",['$nie5Pens' '$nin5Pens']
$yscshrt,"""([$nin5Shrt]) | ([$nie5Shrt]) | ([$nij5Shrt]) | ([$nip5Shrt])""",['$nie5Shrt' '$nij5Shrt' '$nin5Shrt' '$nip5Shrt']
$md1bnorm,"""([$md1bf100] - [$md1bf100 mean within portfolio: MEMERGEF INDEX]) / [$md1bf100 stddev within portfolio: MEMERGEF INDEX]""",['$md1bf100']
$mscrnmb,"""-1.0 x [$mscrNm]""",['$mscrNm']
$mScrNeqb,"""-1.0 x [$mScrNeqw]""",['$mScrNeqw']
$mimcap,"""if(screen($MIrmcap > 0),[$MIrmcap],if(screen($MIqmcap > 0),[$MIqmcap],[MCAP]))""",['$MIqmcap' '$MIrmcap']
$resGrsid,"""[$resNrsid] | [$resErsid] | [$resJrsid] | [$resPrsid]""",['$resErsid' '$resJrsid' '$resNrsid' '$resPrsid']
$tp095i,"""0.0""",[]
$MIqlever,"""[$MIqliab] / [$MImcap2]""",['$MImcap2' '$MIqliab']
$MImcap2,"""if(screen($mimcap <= 0),[MCAP],[$mimcap])""",['$mimcap']
$MIcdsmn,"""if(screen(HOLDINGS in GINAUNIV > 0),[$MIdistrp mean within portfolio: GINLUNIV],if(screen(HOLDINGS in GIEAUNIV > 0),[$MIdistrp mean within portfolio: GIELUNIV],if(screen(HOLDINGS in GIMAUNIV > 0),[$MIdistrp mean within portfolio: GIMLUNIV],if(screen(HOLDINGS in GIPAUNIV > 0),[$MIdistrp mean within portfolio: GIPLUNI2],if(screen(HOLDINGS in GIJAUNIV > 0),[$MIdistrp mean within portfolio: GIJLUNIV],[$NA])))))""",['$MIdistrp' '$NA']
$g12ifcst,"""([$n12ifcst] | [$e12ifcst] | [$j12ifcst] | [$p12ifcst] | [$m12ifcst])""",['$e12ifcst' '$j12ifcst' '$m12ifcst' '$n12ifcst' '$p12ifcst']
$g12ifraw,"""([$n12ifraw] | [$e12ifraw] | [$j12ifraw] | [$p12ifraw] | [$m12ifraw])""",['$e12ifraw' '$j12ifraw' '$m12ifraw' '$n12ifraw' '$p12ifraw']
$ng5tnbp4,"""[$nn5tnbp4] | [$ne5tnbp4] | [$nj5tnbp4] | [$np5tnbp4] | [$nm5msbp]""",['$ne5tnbp4' '$nj5tnbp4' '$nm5msbp' '$nn5tnbp4' '$np5tnbp4']
$ng5armg,"""[$nn5ARMG] | [$ne5ARMG] | [$nj5ARMG] | [$np5ARMG] | [$nm5ARMG]""",['$ne5ARMG' '$nj5ARMG' '$nm5ARMG' '$nn5ARMG' '$np5ARMG']
$ng5eq,"""[$nn5EQ] | [$ne5EQ] | [$nj5EQ] | [$np5EQ] | [$nm5EQ]""",['$ne5EQ' '$nj5EQ' '$nm5EQ' '$nn5EQ' '$np5EQ']
$ng5shsog,"""[$nn5shsog] | [$ne5shsog] | [$nj5shsoa] | [$np5shsog]""",['$ne5shsog' '$nj5shsoa' '$nn5shsog' '$np5shsog']
$ng5appr,"""[$nn5appr] | [$ne5appr] | [$nj5appr] | [$np5appr] | [$nm5appr]""",['$ne5appr' '$nj5appr' '$nm5appr' '$nn5appr' '$np5appr']
$ng5distp,"""[$nn5distp] | [$ne5distp] | [$nj5distp] | [$np5distp] | [$nm5distp]""",['$ne5distp' '$nj5distp' '$nm5distp' '$nn5distp' '$np5distp']
$ng5yield,"""[$nn5Yield] | [$ne5Yield] | [$nj5Yield] | [$np5Yield] | [$nm5msYld]""",['$ne5Yield' '$nj5Yield' '$nm5msYld' '$nn5Yield' '$np5Yield']
$ng5bitev,"""[$nn5bitev] | [$ne5bitev] | [$nj5bitev] | [$np5bitev] | [$nm5bitev]""",['$ne5bitev' '$nj5bitev' '$nm5bitev' '$nn5bitev' '$np5bitev']
$ng5torp,"""[$nn5torp] | [$ne5torp] | [$nj5torp] | [$np5torp] | [$nm5torp]""",['$ne5torp' '$nj5torp' '$nm5torp' '$nn5torp' '$np5torp']
$ng5npm,"""[$nn5npm] | [$ne5npm] | [$nj5npm] | [$np5npm] | [$nm5npm]""",['$ne5npm' '$nj5npm' '$nm5npm' '$nn5npm' '$np5npm']
$ng5mcap,"""[$nn5mcap] | [$ne5mcap] | [$nj5mcap] | [$np5mcap] | [$nm5mcap]""",['$ne5mcap' '$nj5mcap' '$nm5mcap' '$nn5mcap' '$np5mcap']
$ng5stmom,"""[$nn5stmom] | [$ne5stmom] | [$nj5stmom] | [$np5stmom]""",['$ne5stmom' '$nj5stmom' '$nn5stmom' '$np5stmom']
$ng53ymom,"""[$nn53ymom] | [$ne53ymom] | [$nj53ymom] | [$np53ymom] | [$nm53ymom]""",['$ne53ymom' '$nj53ymom' '$nm53ymom' '$nn53ymom' '$np53ymom']
$ng5mom,"""[$nn5mom] | [$ne5mom] | [$nj5mom] | [$np5mom] | [$nm5mom]""",['$ne5mom' '$nj5mom' '$nm5mom' '$nn5mom' '$np5mom']
$ng5pens,"""[$nn5Pens] | [$ne5Pens]""",['$ne5Pens' '$nn5Pens']
$ng5lever,"""[$nn5Lever] | [$ne5Lever] | [$nj5Lever] | [$np5Lever] | [$nm5Lever]""",['$ne5Lever' '$nj5Lever' '$nm5Lever' '$nn5Lever' '$np5Lever']
